start_time,axis1,axis2,axis3,steps
2015-02-09 06:34:00,1517,1381,1793,13
2015-02-09 06:35:00,1886,1100,2249,15
2015-02-09 06:36:00,2189,2148,2232,16
2015-02-09 06:37:00,452,463,960,3
2015-02-09 06:38:00,19,370,881,0
2015-02-09 06:39:00,434,614,2020,6
2015-02-09 06:40:00,585,1438,1924,6
2015-02-09 06:41:00,1030,1333,1536,8
2015-02-09 06:42:00,3231,3207,3311,38
2015-02-09 06:43:00,3783,2464,3580,34
2015-02-09 06:44:00,3668,3084,2712,29
2015-02-09 06:45:00,5272,3555,4036,28
2015-02-09 06:46:00,4017,2269,2233,39
2015-02-09 06:47:00,4071,2471,1482,85
2015-02-09 06:48:00,2999,2276,1696,77
2015-02-09 06:49:00,3131,3273,1508,63
2015-02-09 06:50:00,3666,1827,1628,94
2015-02-09 06:51:00,4119,2372,1931,89
2015-02-09 06:52:00,3181,1022,1088,70
2015-02-09 06:53:00,1490,1243,1450,39
2015-02-09 06:54:00,1304,1197,1746,33
2015-02-09 06:55:00,535,429,885,10
2015-02-09 06:56:00,511,477,715,8
2015-02-09 06:57:00,1160,1153,1265,26
2015-02-09 06:58:00,4626,2909,2797,68
2015-02-09 06:59:00,1890,1886,1859,66
2015-02-09 07:00:00,2920,1336,2044,76
2015-02-09 07:01:00,3960,2201,3100,41
2015-02-09 07:02:00,1417,890,1113,5
2015-02-09 07:03:00,1171,1319,767,11
2015-02-09 07:04:00,451,704,55,2
2015-02-09 07:05:00,191,508,44,2
2015-02-09 07:06:00,124,456,101,0
2015-02-09 07:07:00,501,1367,252,7
2015-02-09 07:08:00,67,53,78,0
2015-02-09 07:09:00,243,965,296,2
2015-02-09 07:10:00,334,2260,702,6
2015-02-09 07:11:00,4483,4260,3850,22
2015-02-09 07:12:00,3756,1873,3123,45
2015-02-09 07:13:00,302,728,886,7
2015-02-09 07:14:00,3417,2743,4203,25
2015-02-09 07:15:00,2214,1345,1627,10
2015-02-09 07:16:00,4664,3475,3677,22
2015-02-09 07:17:00,1199,1603,1225,6
2015-02-09 07:18:00,490,438,393,4
2015-02-09 07:19:00,1617,1924,1673,8
2015-02-09 07:20:00,371,1270,143,4
2015-02-09 07:21:00,2406,3007,2451,14
2015-02-09 07:22:00,1523,1508,2110,13
2015-02-09 07:23:00,695,352,503,3
2015-02-09 07:24:00,91,246,672,1
2015-02-09 07:25:00,42,45,198,2
2015-02-09 07:26:00,151,139,149,1
2015-02-09 07:27:00,0,0,0,0
2015-02-09 07:28:00,12,0,0,0
2015-02-09 07:29:00,0,0,0,0
2015-02-09 07:30:00,194,89,226,1
2015-02-09 07:31:00,3545,2163,2843,17
2015-02-09 07:32:00,3674,3729,3537,21
2015-02-09 07:33:00,1538,1368,1481,14
2015-02-09 07:34:00,575,296,625,11
2015-02-09 07:35:00,235,135,500,7
2015-02-09 07:36:00,351,111,645,5
2015-02-09 07:37:00,306,287,315,8
2015-02-09 07:38:00,146,52,151,5
2015-02-09 07:39:00,938,1317,1176,10
2015-02-09 07:40:00,4627,3301,3508,28
2015-02-09 07:41:00,1770,2535,2583,11
2015-02-09 07:42:00,1709,1993,2776,8
2015-02-09 07:43:00,195,281,675,1
2015-02-09 07:44:00,95,221,572,1
2015-02-09 07:45:00,396,372,504,3
2015-02-09 07:46:00,1029,747,1114,4
2015-02-09 07:47:00,246,686,442,1
2015-02-09 07:48:00,679,588,731,2
2015-02-09 07:49:00,1060,1080,1157,5
2015-02-09 07:50:00,1335,1114,1272,6
2015-02-09 07:51:00,964,1086,1448,7
2015-02-09 07:52:00,2274,1737,2522,22
2015-02-09 07:53:00,4647,4893,4556,30
2015-02-09 07:54:00,1728,2207,1412,18
2015-02-09 07:55:00,1018,1330,1274,8
2015-02-09 07:56:00,527,1064,897,4
2015-02-09 07:57:00,1023,896,1092,7
2015-02-09 07:58:00,788,903,1043,4
2015-02-09 07:59:00,938,1974,1511,5
2015-02-09 08:00:00,3560,4203,2974,30
2015-02-09 08:01:00,311,264,401,2
2015-02-09 08:02:00,1267,1392,1943,33
2015-02-09 08:03:00,2508,2743,3480,22
2015-02-09 08:04:00,3758,2524,3201,26
2015-02-09 08:05:00,4221,4233,3630,33
2015-02-09 08:06:00,1058,1866,1053,18
2015-02-09 08:07:00,1056,2616,1271,12
2015-02-09 08:08:00,482,545,374,4
2015-02-09 08:09:00,154,829,468,3
2015-02-09 08:10:00,74,431,250,0
2015-02-09 08:11:00,225,955,1220,4
2015-02-09 08:12:00,15,525,190,0
2015-02-09 08:13:00,14,438,483,0
2015-02-09 08:14:00,450,1482,1339,6
2015-02-09 08:15:00,103,1747,828,0
2015-02-09 08:16:00,508,1351,780,3
2015-02-09 08:17:00,19,299,210,1
2015-02-09 08:18:00,295,3142,1466,6
2015-02-09 08:19:00,316,1763,750,3
2015-02-09 08:20:00,1047,1341,1224,7
2015-02-09 08:21:00,448,1362,1174,7
2015-02-09 08:22:00,936,1112,1113,9
2015-02-09 08:23:00,830,1715,1419,9
2015-02-09 08:24:00,546,1613,969,5
2015-02-09 08:25:00,1262,2041,2049,11
2015-02-09 08:26:00,989,1649,1620,7
2015-02-09 08:27:00,856,446,749,5
2015-02-09 08:28:00,1887,2377,2388,14
2015-02-09 08:29:00,1964,2608,2388,13
2015-02-09 08:30:00,457,1460,1299,2
2015-02-09 08:31:00,74,745,991,4
2015-02-09 08:32:00,812,342,837,2
2015-02-09 08:33:00,240,110,196,1
2015-02-09 08:34:00,122,711,1216,2
2015-02-09 08:35:00,355,2664,674,2
2015-02-09 08:36:00,604,1559,968,5
2015-02-09 08:37:00,313,987,856,2
2015-02-09 08:38:00,44,593,618,0
2015-02-09 08:39:00,877,2023,1340,4
2015-02-09 08:40:00,157,171,224,1
2015-02-09 08:41:00,1728,1848,2363,7
2015-02-09 08:42:00,615,1081,872,4
2015-02-09 08:43:00,16,29,329,1
2015-02-09 08:44:00,193,897,727,4
2015-02-09 08:45:00,712,1179,1324,11
2015-02-09 08:46:00,1632,2441,3713,14
2015-02-09 08:47:00,1273,1143,1963,8
2015-02-09 08:48:00,685,597,705,4
2015-02-09 08:49:00,5465,4832,5511,33
2015-02-09 08:50:00,6389,3630,4757,38
2015-02-09 08:51:00,6907,3983,3987,47
2015-02-09 08:52:00,2938,3096,2225,43
2015-02-09 08:53:00,4203,3180,2702,55
2015-02-09 08:54:00,4263,3078,3102,22
2015-02-09 08:55:00,830,798,966,9
2015-02-09 08:56:00,569,1097,411,7
2015-02-09 08:57:00,641,1375,1076,10
2015-02-09 08:58:00,471,361,257,4
2015-02-09 08:59:00,1177,1422,798,7
2015-02-09 09:00:00,1091,839,931,5
2015-02-09 09:01:00,296,213,116,2
2015-02-09 09:02:00,1030,1453,862,8
2015-02-09 09:03:00,106,293,283,2
2015-02-09 09:04:00,91,1533,694,2
2015-02-09 09:05:00,151,459,581,2
2015-02-09 09:06:00,610,1458,1022,5
2015-02-09 09:07:00,38,140,421,2
2015-02-09 09:08:00,216,873,598,4
2015-02-09 09:09:00,1010,784,223,3
2015-02-09 09:10:00,401,855,630,3
2015-02-09 09:11:00,341,352,50,2
2015-02-09 09:12:00,293,310,109,0
2015-02-09 09:13:00,1231,1561,660,9
2015-02-09 09:14:00,55,40,16,1
2015-02-09 09:15:00,1036,970,803,4
2015-02-09 09:16:00,489,444,151,5
2015-02-09 09:17:00,694,826,589,3
2015-02-09 09:18:00,390,621,211,6
2015-02-09 09:19:00,0,3,0,0
2015-02-09 09:20:00,281,594,349,4
2015-02-09 09:21:00,142,153,106,3
2015-02-09 09:22:00,1898,1518,1786,12
2015-02-09 09:23:00,835,1368,696,7
2015-02-09 09:24:00,753,1330,495,1
2015-02-09 09:25:00,353,869,701,2
2015-02-09 09:26:00,444,586,409,6
2015-02-09 09:27:00,17,5,23,1
2015-02-09 09:28:00,133,192,60,3
2015-02-09 09:29:00,276,178,108,2
2015-02-09 09:30:00,919,1344,1589,8
2015-02-09 09:31:00,1852,1824,1367,9
2015-02-09 09:32:00,628,617,630,5
2015-02-09 09:33:00,166,384,508,3
2015-02-09 09:34:00,839,1169,1227,5
2015-02-09 09:35:00,709,187,527,6
2015-02-09 09:36:00,703,1178,835,6
2015-02-09 09:37:00,1946,2368,1734,10
2015-02-09 09:38:00,2234,1691,2078,13
2015-02-09 09:39:00,6232,5580,3618,68
2015-02-09 09:40:00,4310,5280,3181,75
2015-02-09 09:41:00,3637,4960,2332,64
2015-02-09 09:42:00,6114,4453,3355,29
2015-02-09 09:43:00,4106,3197,2808,16
2015-02-09 09:44:00,6645,4906,4514,41
2015-02-09 09:45:00,6448,4250,4550,39
2015-02-09 09:46:00,4255,2197,2364,20
2015-02-09 09:47:00,3789,2280,2142,26
2015-02-09 09:48:00,7663,5466,5700,45
2015-02-09 09:49:00,4055,2596,3550,40
2015-02-09 09:50:00,6114,4366,4430,44
2015-02-09 09:51:00,12845,10336,6512,87
2015-02-09 09:52:00,7930,5390,5095,50
2015-02-09 09:53:00,6499,4509,3940,66
2015-02-09 09:54:00,5473,3400,2695,54
2015-02-09 09:55:00,2754,2015,1920,29
2015-02-09 09:56:00,2118,2373,1274,36
2015-02-09 09:57:00,1886,1605,2927,24
2015-02-09 09:58:00,2538,2939,1899,40
2015-02-09 09:59:00,3270,1920,2255,26
2015-02-09 10:00:00,6387,4612,3215,51
2015-02-09 10:01:00,3467,2087,2094,67
2015-02-09 10:02:00,3955,2982,1999,46
2015-02-09 10:03:00,4692,3107,2779,36
2015-02-09 10:04:00,3750,2308,1868,60
2015-02-09 10:05:00,3481,3326,2939,61
2015-02-09 10:06:00,7077,4146,4268,39
2015-02-09 10:07:00,3179,2643,2994,20
2015-02-09 10:08:00,1425,1073,1218,11
2015-02-09 10:09:00,13,300,468,0
2015-02-09 10:10:00,1353,1262,1979,6
2015-02-09 10:11:00,754,574,514,4
2015-02-09 10:12:00,236,541,421,1
2015-02-09 10:13:00,626,666,849,6
2015-02-09 10:14:00,364,775,1277,6
2015-02-09 10:15:00,193,100,102,3
2015-02-09 10:16:00,339,451,241,1
2015-02-09 10:17:00,317,665,242,5
2015-02-09 10:18:00,800,2309,1625,8
2015-02-09 10:19:00,301,838,794,4
2015-02-09 10:20:00,314,769,156,4
2015-02-09 10:21:00,267,660,423,3
2015-02-09 10:22:00,844,1856,534,19
2015-02-09 10:23:00,81,1240,71,2
2015-02-09 10:24:00,2566,2014,2022,17
2015-02-09 10:25:00,16,45,0,0
2015-02-09 10:26:00,1279,3281,1203,17
2015-02-09 10:27:00,766,1761,451,8
2015-02-09 10:28:00,517,1186,813,7
2015-02-09 10:29:00,341,654,283,2
2015-02-09 10:30:00,1001,1504,1308,10
2015-02-09 10:31:00,1901,1496,1221,10
2015-02-09 10:32:00,542,1629,1913,9
2015-02-09 10:33:00,133,550,915,4
2015-02-09 10:34:00,49,245,397,0
2015-02-09 10:35:00,48,174,484,1
2015-02-09 10:36:00,3142,2871,3112,25
2015-02-09 10:37:00,3485,5340,4340,21
2015-02-09 10:38:00,1982,2670,1982,12
2015-02-09 10:39:00,1129,3185,2532,10
2015-02-09 10:40:00,1557,3051,2350,23
2015-02-09 10:41:00,2232,3588,2571,22
2015-02-09 10:42:00,1691,3322,2442,11
2015-02-09 10:43:00,1609,1712,2658,14
2015-02-09 10:44:00,6002,4966,5998,26
2015-02-09 10:45:00,1358,871,1562,8
2015-02-09 10:46:00,446,597,960,4
2015-02-09 10:47:00,2035,1917,1725,6
2015-02-09 10:48:00,1260,1942,3503,12
2015-02-09 10:49:00,466,849,882,3
2015-02-09 10:50:00,953,1672,543,7
2015-02-09 10:51:00,981,3349,1803,10
2015-02-09 10:52:00,6995,4591,3925,56
2015-02-09 10:53:00,4005,2628,3029,26
2015-02-09 10:54:00,2918,1772,1976,18
2015-02-09 10:55:00,2397,1344,1768,28
2015-02-09 10:56:00,3596,3001,4213,73
2015-02-09 10:57:00,157,0,212,4
2015-02-09 10:58:00,1621,1813,1627,61
2015-02-09 10:59:00,1949,2650,1556,89
2015-02-09 11:00:00,2370,1081,2271,23
2015-02-09 11:01:00,1247,738,1362,8
2015-02-09 11:02:00,2181,2725,2101,15
2015-02-09 11:03:00,329,3099,839,8
2015-02-09 11:04:00,224,796,422,2
2015-02-09 11:05:00,0,0,37,0
2015-02-09 11:06:00,25,318,258,0
2015-02-09 11:07:00,155,1312,1421,3
2015-02-09 11:08:00,0,58,0,0
2015-02-09 11:09:00,572,548,515,3
2015-02-09 11:10:00,0,189,155,0
2015-02-09 11:11:00,84,989,1540,4
2015-02-09 11:12:00,0,678,1531,0
2015-02-09 11:13:00,59,884,2043,2
2015-02-09 11:14:00,298,952,3489,6
2015-02-09 11:15:00,204,117,1597,2
2015-02-09 11:16:00,636,670,2885,10
2015-02-09 11:17:00,1194,908,1878,9
2015-02-09 11:18:00,506,451,2423,4
2015-02-09 11:19:00,113,111,1468,4
2015-02-09 11:20:00,151,402,3304,6
2015-02-09 11:21:00,827,641,1534,9
2015-02-09 11:22:00,79,99,499,2
2015-02-09 11:23:00,345,433,811,2
2015-02-09 11:24:00,163,199,1062,1
2015-02-09 11:25:00,466,434,944,4
2015-02-09 11:26:00,1657,2234,2326,9
2015-02-09 11:27:00,836,697,952,5
2015-02-09 11:28:00,0,5,0,0
2015-02-09 11:29:00,742,911,513,5
2015-02-09 11:30:00,483,1109,852,3
2015-02-09 11:31:00,0,384,62,0
2015-02-09 11:32:00,0,130,29,0
2015-02-09 11:33:00,1294,1077,1627,11
2015-02-09 11:34:00,879,1532,2122,9
2015-02-09 11:35:00,425,282,515,3
2015-02-09 11:36:00,0,0,71,0
2015-02-09 11:37:00,608,946,1417,6
2015-02-09 11:38:00,1451,1934,868,5
2015-02-09 11:39:00,0,0,0,0
2015-02-09 11:40:00,32,44,217,0
2015-02-09 11:41:00,2083,3157,3104,20
2015-02-09 11:42:00,2167,1462,2206,12
2015-02-09 11:43:00,5413,4916,5312,32
2015-02-09 11:44:00,7082,6011,4163,67
2015-02-09 11:45:00,2121,2218,1887,41
2015-02-09 11:46:00,2350,1738,1646,44
2015-02-09 11:47:00,3424,2888,2357,39
2015-02-09 11:48:00,12176,9298,8201,63
2015-02-09 11:49:00,11536,8964,7061,63
2015-02-09 11:50:00,8773,6384,6554,54
2015-02-09 11:51:00,8264,5774,4501,68
2015-02-09 11:52:00,2967,2297,2444,61
2015-02-09 11:53:00,6021,4702,3637,65
2015-02-09 11:54:00,9372,7166,4935,73
2015-02-09 11:55:00,5137,3993,2530,68
2015-02-09 11:56:00,6093,4523,3147,51
2015-02-09 11:57:00,5017,7042,3054,69
2015-02-09 11:58:00,8895,7179,3971,74
2015-02-09 11:59:00,3738,3730,4161,44
2015-02-09 12:00:00,5039,2276,2811,38
2015-02-09 12:01:00,4655,3160,2424,56
2015-02-09 12:02:00,6268,3823,3716,69
2015-02-09 12:03:00,5182,4056,3985,50
2015-02-09 12:04:00,4370,2809,3557,28
2015-02-09 12:05:00,3552,2385,2433,54
2015-02-09 12:06:00,10911,6493,7134,51
2015-02-09 12:07:00,3990,3302,4164,46
2015-02-09 12:08:00,5444,5009,5847,33
2015-02-09 12:09:00,1730,2122,2755,12
2015-02-09 12:10:00,1970,2250,1532,14
2015-02-09 12:11:00,25,296,34,1
2015-02-09 12:12:00,1254,1566,1053,6
2015-02-09 12:13:00,1117,986,473,6
2015-02-09 12:14:00,489,646,1491,8
2015-02-09 12:15:00,417,2140,706,6
2015-02-09 12:16:00,2426,2541,2178,13
2015-02-09 12:17:00,311,744,642,2
2015-02-09 12:18:00,1411,2189,1419,5
2015-02-09 12:19:00,1343,2051,2131,11
2015-02-09 12:20:00,906,1577,863,12
2015-02-09 12:21:00,573,1469,973,6
2015-02-09 12:22:00,778,1622,762,5
2015-02-09 12:23:00,1183,2097,1248,8
2015-02-09 12:24:00,1339,2872,1635,8
2015-02-09 12:25:00,95,795,924,2
2015-02-09 12:26:00,453,904,1409,3
2015-02-09 12:27:00,371,710,485,5
2015-02-09 12:28:00,1335,1525,948,10
2015-02-09 12:29:00,853,805,1424,8
2015-02-09 12:30:00,767,1252,811,8
2015-02-09 12:31:00,576,1552,1156,11
2015-02-09 12:32:00,33,2723,3915,2
2015-02-09 12:33:00,366,1269,570,4
2015-02-09 12:34:00,953,1779,1866,8
2015-02-09 12:35:00,149,771,739,3
2015-02-09 12:36:00,555,1651,969,4
2015-02-09 12:37:00,645,2985,3193,14
2015-02-09 12:38:00,862,2389,2860,6
2015-02-09 12:39:00,917,2612,3872,10
2015-02-09 12:40:00,1285,3460,2903,16
2015-02-09 12:41:00,403,1989,1799,8
2015-02-09 12:42:00,5,2189,506,0
2015-02-09 12:43:00,1015,1637,1892,9
2015-02-09 12:44:00,1074,2671,2934,9
2015-02-09 12:45:00,1371,4226,3109,16
2015-02-09 12:46:00,1042,2873,3220,36
2015-02-09 12:47:00,416,2218,3150,5
2015-02-09 12:48:00,214,774,2104,4
2015-02-09 12:49:00,3820,5678,4147,34
2015-02-09 12:50:00,1382,1167,1307,22
2015-02-09 12:51:00,4917,4026,5274,28
2015-02-09 12:52:00,2497,2151,2996,47
2015-02-09 12:53:00,5544,2660,3086,31
2015-02-09 12:54:00,4220,3461,4031,48
2015-02-09 12:55:00,4036,2736,3067,35
2015-02-09 12:56:00,4894,3253,3405,38
2015-02-09 12:57:00,2601,2529,3071,70
2015-02-09 12:58:00,5251,3146,4027,59
2015-02-09 12:59:00,3454,2504,2163,45
2015-02-09 13:00:00,413,717,1066,13
2015-02-09 13:01:00,3034,2860,3003,34
2015-02-09 13:02:00,7541,4547,5513,37
2015-02-09 13:03:00,850,2468,2879,10
2015-02-09 13:04:00,976,2210,1738,7
2015-02-09 13:05:00,1845,2035,1523,12
2015-02-09 13:06:00,1160,3182,2041,16
2015-02-09 13:07:00,158,1065,383,3
2015-02-09 13:08:00,140,447,323,1
2015-02-09 13:09:00,0,7,7,0
2015-02-09 13:10:00,238,298,48,2
2015-02-09 13:11:00,0,6,0,0
2015-02-09 13:12:00,57,652,1361,1
2015-02-09 13:13:00,454,1958,1775,7
2015-02-09 13:14:00,19,127,47,1
2015-02-09 13:15:00,1191,1890,1594,7
2015-02-09 13:16:00,1393,2500,2476,6
2015-02-09 13:17:00,555,809,569,2
2015-02-09 13:18:00,515,1207,1509,4
2015-02-09 13:19:00,358,1290,624,3
2015-02-09 13:20:00,0,0,0,0
2015-02-09 13:21:00,0,0,0,0
2015-02-09 13:22:00,676,907,964,2
2015-02-09 13:23:00,0,0,0,0
2015-02-09 13:24:00,1035,2468,1961,7
2015-02-09 13:25:00,917,3274,1925,5
2015-02-09 13:26:00,63,618,395,1
2015-02-09 13:27:00,1399,2245,1817,13
2015-02-09 13:28:00,393,910,621,4
2015-02-09 13:29:00,0,0,0,0
2015-02-09 13:30:00,0,2,17,0
2015-02-09 13:31:00,143,185,153,0
2015-02-09 13:32:00,372,338,264,2
2015-02-09 13:33:00,0,12,1,0
2015-02-09 13:34:00,0,0,0,0
2015-02-09 13:35:00,190,580,364,2
2015-02-09 13:36:00,996,1026,882,5
2015-02-09 13:37:00,728,1977,1257,6
2015-02-09 13:38:00,899,1203,1283,6
2015-02-09 13:39:00,951,1894,1352,7
2015-02-09 13:40:00,1233,690,789,6
2015-02-09 13:41:00,4317,4193,4976,21
2015-02-09 13:42:00,3064,2975,3193,33
2015-02-09 13:43:00,6009,5548,5366,56
2015-02-09 13:44:00,2475,3137,3697,51
2015-02-09 13:45:00,2870,4333,4865,40
2015-02-09 13:46:00,3739,2350,3376,19
2015-02-09 13:47:00,2287,2147,3092,19
2015-02-09 13:48:00,5295,4041,6724,24
2015-02-09 13:49:00,75,302,599,2
2015-02-09 13:50:00,1804,1608,1625,6
2015-02-09 13:51:00,6692,4500,6579,40
2015-02-09 13:52:00,3099,2943,3141,79
2015-02-09 13:53:00,2053,2945,2120,76
2015-02-09 13:54:00,2001,3385,1897,94
2015-02-09 13:55:00,2149,3062,1796,60
2015-02-09 13:56:00,1523,1374,992,37
2015-02-09 13:57:00,2357,2959,2050,63
2015-02-09 13:58:00,2200,2256,2049,32
2015-02-09 13:59:00,2627,2743,2839,22
